,item_id,value
125,100112,0.038333293
126,100113,30.292038
127,100114,94.40176
128,100115,31.393309
129,100116,48.246346
130,100117,1.7227283
131,100118,25.49266
132,100119,34.782364
133,10012,21.530123
134,100120,36.70654
135,100121,10.854005
136,100122,2.947
137,100123,42.46277
138,100124,36.13946
139,100125,11.171263
140,100126,10.239464
141,100127,22.377516
142,100128,21.842966
143,100129,13.859185
144,10013,26.011742
145,100130,54.942863
146,100131,46.58787
147,100132,39.63033
148,100133,30.697493
149,100134,16.686275
150,100135,25.503101
151,100136,35.277493
152,100137,38.900093
153,100138,35.963165
154,100139,45.61339
155,10014,28.75997
156,100140,50.807163
157,100141,26.523163
158,100142,0.0039176024
159,100143,41.41864
160,100144,39.477295
161,100145,33.046055
162,100146,36.431664
163,100147,113.85283
164,100148,34.160793
165,100149,24.736746
166,10015,73.97122
167,100150,37.796516
168,100151,29.020567
169,100152,14.782532
170,100153,14.782532
171,100154,9.604015
172,100155,120.4915
173,100156,66.79923
174,100157,32.4927
175,100158,49.321438
176,100159,40.4613
177,10016,22.733896
178,100160,31.246927
179,100161,58.412598
180,100162,7.699841
181,100163,41.078785
182,100164,49.840504
183,100165,55.524284
184,100166,14.464735
185,100167,36.148678
186,100168,194.57668
187,100169,17.828348
188,10017,42.890644
189,100170,67.80505
190,100171,15.276263
191,100172,5.738641
192,100173,22.57294
193,100174,44.14104
194,100175,59.62993
195,100176,28.016222
196,100177,45.79734
197,100178,52.386047
198,100179,35.59626
199,10018,45.689026
200,100180,40.709255
201,100181,5.2477326
202,100182,37.11535
203,100183,23.690989
204,100184,52.271408
205,100185,25.039764
206,100186,44.08676
207,100187,1.1926359
208,100188,31.83625
209,100189,24.599258
210,10019,22.956358
211,100190,106.93751
212,100191,11.212579
213,100192,10.7728405
214,100193,38.06955
215,100194,52.38845
216,100195,19.607603
217,100196,32.07554
218,100197,132.35378
219,100198,54.132202
220,100199,2.427146
221,1002,145.59799
222,10020,26.923986
223,100200,69.587616
224,100201,39.054813
225,100202,40.493534
226,100203,10.493386
227,100204,72.24352
228,100205,5.9897275
229,100206,51.43007
230,100207,41.000996
231,100208,28.351578
232,100209,18.816267
233,10021,18.515036
234,100210,31.187777
235,100211,61.987045
236,100212,9.282559
237,100213,10.493252
238,100214,50.789047
239,100215,6.785521
240,100216,160.01938
241,100217,68.724144
242,100218,39.313244
243,100219,41.77769
244,10022,36.129772
245,100220,33.412846
246,100221,23.241879
247,100222,44.64122
248,100223,23.280695
249,100224,0.60754853
250,100225,33.462654
251,100226,28.060093
252,100227,20.522377
253,100228,86.32564
254,100229,118.938774
255,10023,38.658726
256,100230,29.277504
257,100231,81.10702
258,100232,63.768574
259,100233,72.855255
260,100234,37.534817
261,100235,31.369143
262,100236,45.544056
263,100237,21.388992
264,100238,6.6562896
265,100239,16.59645
266,10024,0.0009609598
267,100240,4.3616457
268,100241,36.270996
269,100242,28.004896
270,100243,77.49634
271,100244,41.457577
272,100245,32.443985
273,100246,5.140088
274,100247,10.039599
275,100248,1312.4567
276,100249,28.64327
277,10025,10.48249
278,100250,29.300922
279,100251,18.942038
280,100252,25.102156
281,100253,22.317162
282,100254,3.579923
283,100255,8.572814
284,100256,46.989975
285,100257,14.940394
286,100258,43.159367
287,100259,11.670223
288,10026,8.248113
289,100260,9.296945
290,100261,6.7562027
291,100262,26.663525
292,100263,23.705313
293,100264,26.70454
294,100265,35.43698
295,100266,31.690374
296,100267,16.579247
297,100268,13.936221
298,100269,4.3961577
299,10027,19.931074
300,100270,24.358852
301,100271,30.57608
302,100272,35.83523
303,100273,27.055737
304,100274,29.578966
305,100275,30.096457
306,100276,36.5849
307,100277,35.69537
308,100278,19.79791
309,100279,19.170694
310,10028,9.096015
311,100280,29.607843
312,100281,54.65871
313,100282,32.6059
314,100283,45.88522
315,100284,27.357212
316,100285,8.384983
317,100286,17.916323
318,100287,14.592208
319,100288,41.932247
320,100289,30.27932
321,10029,17.610271
322,100290,19.758568
323,100291,133.78914
324,100292,28.961021
325,100293,26.232193
326,100294,34.755753
327,100295,26.394615
328,100296,35.853214
329,100297,36.893375
330,100298,40.54141
331,100299,19.181044
332,1003,56.27571
333,10030,25.057064
334,100300,35.544376
335,100301,24.936663
336,100302,6.4853616
337,100303,19.98944
338,100304,49.616364
339,100305,0.9426226
340,100306,49.439358
341,100307,35.053658
342,100308,20.614925
343,100309,33.46692
344,10031,27.442373
345,100310,40.29266
346,100311,55.90557
347,100312,60.470936
348,100313,27.007792
349,100314,80.26224
350,100315,46.904808
351,100316,30.639662
352,100317,21.767134
353,100318,34.764164
354,100319,66.03366
355,10032,8.027847
356,100320,30.937365
357,100321,42.31124
358,100322,7.3516264
359,100323,5.667591
360,100324,13.439152
361,100325,16.01223
362,100326,24.441944
363,100327,33.766277
364,100328,36.293488
365,100329,43.715286
366,10033,36.34094
367,100330,31.251507
368,100331,37.76388
369,100332,39.631626
370,100333,60.318333
371,100334,17.762537
372,100335,23.82406
373,100336,26.354795
374,100337,22.455029
375,100338,27.959656
376,100339,28.029478
377,10034,22.53653
378,100340,41.236217
379,100341,32.140736
380,100342,3.3711634
381,100343,38.282852
382,100344,7.1722317
383,100345,11.345547
384,100346,28.59386
385,100347,31.605177
386,100348,19.636242
387,100349,4.591644
388,10035,6.4669538
389,100350,0.31896895
390,100351,31.47682
391,100352,23.971355
392,100353,42.261578
393,100354,45.05123
394,100355,21.07034
395,100356,28.668898
396,100357,39.12902
397,100358,30.532326
398,100359,49.047832
399,10036,31.803162
400,100360,5.808462
401,100361,9.632223
402,100362,46.46335
403,100363,39.356106
404,100364,12.9242525
405,100365,36.18975
406,100366,13.640318
407,100367,11.928383
408,100368,28.930511
409,100369,4.035121
410,10037,2.1243057
411,100370,32.370598
412,100371,26.074627
413,100372,12.139689
414,100373,41.144306
415,100374,36.031284
416,100375,19.923811
417,100376,24.704155
418,100377,64.38599
419,100378,38.14258
420,100379,37.026188
421,10038,9.007101
422,100380,80.00408
423,100381,22.46801
424,100382,16.506384
425,100383,47.205315
426,100384,52.09546
427,100385,37.449833
428,100386,29.01446
429,100387,32.38228
430,100388,23.03421
431,100389,57.101032
432,10039,0.69361854
433,100390,42.39862
434,100391,30.795067
435,100392,54.536407
436,100393,25.077337
437,100394,11.982304
438,100395,36.02303
439,100396,28.873146
440,100397,4.724697
441,100398,36.35364
442,100399,29.017397
443,1004,181.35849
444,10040,45.165993
445,100400,42.845158
446,100401,22.72652
447,100402,34.997757
448,100403,46.673855
449,100404,18.37775
450,100405,22.478483
451,100406,30.921974
452,100407,37.623238
453,100408,28.932276
454,100409,51.31372
455,10041,7.6268854
456,100410,50.0052
457,100411,19.366274
458,100412,50.314762
459,100413,57.220364
460,100414,73.53117
461,100415,27.988401
462,100416,37.884003
463,100417,32.409473
464,100418,29.696058
465,100419,38.476402
466,10042,0.9069702
467,100420,42.51932
468,100421,2.9879405
469,100422,26.708714
470,100423,14.39107
471,100424,9.766678
472,100425,50.482346
473,100426,21.970633
474,100427,27.633566
475,100428,54.57014
476,100429,22.898136
477,10043,8.745767
478,100430,26.667025
479,100431,42.62635
480,100432,7.1384697
481,100433,46.38376
482,100434,42.835464
483,100435,10.447115
484,100436,36.40328
485,100437,10.5025215
486,100438,22.478447
487,100439,22.780788
488,10044,36.159397
489,100440,56.616837
490,100441,18.423906
491,100442,11.4302845
492,100443,27.949242
493,100444,16.936537
494,100445,39.194195
495,100446,32.65325
496,100447,49.08694
497,100448,39.409706
498,100449,34.28647
499,10045,30.718052
500,100450,60.03749
501,100451,38.23536
502,100452,32.79618
503,100453,15.001771
504,100454,34.537296
505,100455,41.837948
506,100456,27.054089
507,100457,30.243786
508,100458,38.57598
509,100459,36.721287
510,10046,29.734268
511,100460,81.73836
512,100461,42.742332
513,100462,37.854893
514,100463,40.789307
515,100464,40.67107
516,100465,169.9953
517,100466,37.815292
518,100467,14.570395
519,100468,57.69478
520,100469,43.399677
521,10047,1.797752
522,100470,32.100563
523,100471,40.78904
524,100472,31.132912
525,100473,36.615337
526,100474,0.80780405
527,100475,22.672016
528,100476,34.334526
529,100477,55.904583
530,100478,26.232193
531,100479,17.124933
532,10048,22.778378
533,100480,5.8465095
534,100481,26.062298
535,100482,35.29865
536,100483,24.593258
537,100484,84.41928
538,100485,32.381187
539,100486,52.059082
540,100487,42.220642
541,100488,80.76023
542,100489,35.492424
543,10049,16.734148
544,100490,22.57812
545,100491,53.736153
546,100492,31.291708
547,100493,15.291197
548,100494,41.53452
549,100495,37.49588
550,100496,39.534718
551,100497,23.169003
552,100498,15.143118
553,100499,25.974545
554,1005,334.2873
555,10050,4.5221453
556,100500,15.320031
557,100501,34.079998
558,100502,25.850325
559,100503,29.03177
560,100504,22.575165
561,100505,48.07206
562,100506,27.742153
563,100507,41.353634
564,100508,38.082943
565,100509,39.338524
566,10051,2.2278974
567,100510,38.94398
568,100511,35.096115
569,100512,25.895084
570,100513,39.344555
571,100514,12.54803
572,100515,11.196498
573,100516,4.9012938
574,100517,44.21063
575,100518,23.335793
576,100519,14.287087
577,10052,9.220809
578,100520,21.710363
579,100521,26.184984
580,100522,67.027916
581,100523,9.245996
582,100524,25.667862
583,100525,14.553877
584,100526,28.206097
585,100527,29.507805
586,100528,12.37559
587,100529,12.850509
588,10053,21.791372
589,100530,47.670708
590,100531,43.50873
591,100532,46.2367
592,100533,6.478357
593,100534,21.788483
594,100535,19.291561
595,100536,13.529925
596,100537,33.577396
597,100538,43.421806
598,100539,17.452593
599,10054,16.507746
600,100540,35.00824
601,100541,26.53391
602,100542,22.539454
603,100543,18.897375
604,100544,27.79731
605,100545,8.638028
606,100546,32.005558
607,100547,5.068641
608,100548,13.99973
609,100549,28.295574
610,10055,26.709726
611,100550,17.188843
612,100551,57.802425
613,100552,53.048805
614,100553,16.332342
615,100554,16.956274
616,100555,26.061441
617,100556,36.68737
618,100557,4.5459223
619,100558,47.163048
620,100559,54.049488
621,10056,12.550959
622,100560,88.92624
623,100561,9.242634
624,100562,91.59055
625,100563,43.885994
626,100564,49.125927
627,100565,20.561613
628,100566,12.134738
629,100567,42.672203
630,100568,31.130613
631,100569,28.262278
632,10057,2.266993
633,100570,54.3882
634,100571,97.26973
635,100572,37.838837
636,100573,45.129623
637,100574,4.862706
638,100575,25.212059
639,100576,14.345429
640,100577,31.516012
641,100578,33.77491
642,100579,22.26581
643,10058,1.784495
644,100580,39.085926
645,100581,29.299576
646,100582,33.286766
647,100583,8.834353
648,100584,48.12234
649,100585,40.244354
650,100586,18.54739
651,100587,5.5514784
652,100588,47.72738
653,100589,28.836235
654,10059,31.311604
655,100590,35.04542
656,100591,32.3255
657,100592,0.07035478
658,100593,33.064552
659,100594,48.15543
660,100595,62.221527
661,100596,24.381884
662,100597,40.413685
663,100598,23.316133
664,100599,14.288823
665,10060,14.0353775
666,100600,91.32771
667,100601,13.179076
668,100602,31.295635
669,100603,49.817623
670,100604,13.277135
671,100605,57.30599
672,100606,26.41935
673,100607,32.62443
674,100608,7.049755
675,100609,100.20329
676,10061,9.966394
677,100610,5.432762
678,100611,63.42167
679,100612,38.428173
680,100613,41.728573
681,100614,42.043648
682,100615,40.745358
683,100616,23.582787
684,100617,6.0322895
685,100618,9.200302
686,100619,28.241297
687,10062,14.145681
688,100620,41.713474
689,100621,38.664227
690,100622,40.34027
691,100623,27.913584
692,100624,30.568542
693,100625,37.387093
694,100626,26.676334
695,100627,3.9609044
696,100628,31.240908
697,100629,65.64396
698,10063,15.059674
699,100630,19.482769
700,100631,11.869166
701,100632,24.469193
702,100633,24.775381
703,100634,58.218254
704,100635,16.341366
705,100636,28.453754
706,100637,4.1881604
707,100638,41.91229
708,100639,30.203182
709,10064,60.110916
710,100640,26.466824
711,100641,5.438855
712,100642,31.947577
713,100643,36.383972
714,100644,71.87086
715,100645,33.889256
716,100646,5.1844196
717,100647,6.566545
718,100648,26.044388
719,100649,23.282785
720,10065,58.291508
721,100650,21.33541
722,100651,24.173895
723,100652,39.45455
724,100653,2.6736841
725,100654,58.18348
726,100655,50.545574
727,100656,49.60859
728,100657,34.987164
729,100658,51.313175
730,100659,0.64331883
731,10066,26.212734
732,100660,32.59237
733,100661,44.63974
734,100662,31.118752
735,100663,46.71104
736,100664,8.710696
737,100665,92.48806
738,100666,8.746499
739,100667,41.634563
740,100668,43.654377
741,100669,36.653175
742,10067,24.528172
743,100670,40.30798
744,100671,55.09345
745,100672,120.30389
746,100673,40.86689
747,100674,9.934972
748,100675,35.43106
749,100676,28.938711
750,100677,44.94993
751,100678,16.31828
752,100679,38.302868
753,10068,22.451715
754,100680,5.257983
755,100681,33.51688
756,100682,1.2173707
757,100683,74.81523
758,100684,2.764484
759,100685,11.797041
760,100686,17.662682
761,100687,23.403345
762,100688,40.36263
763,100689,32.759743
764,10069,15.554292
765,100690,75.60453
766,100691,86.42576
767,100692,37.98218
768,100693,222.37723
769,100694,34.111286
770,100695,31.453175
771,100696,4.6318793
772,100697,47.523182
773,100698,92.05634
774,100699,36.220848
775,10070,24.96299
776,100700,39.71924
777,100701,39.53774
778,100702,55.862854
779,100703,24.592056
780,100704,39.823902
781,100705,51.209507
782,100706,36.219997
783,100707,49.000473
784,100708,22.522528
785,100709,3.059823
786,10071,19.605774
787,100710,33.55493
788,100711,37.534218
789,100712,28.816477
790,100713,25.777365
791,100714,35.743896
792,100715,7.894433
793,100716,26.497969
794,100717,97.30341
795,100718,40.42457
796,100719,9.69368
797,10072,45.00612
798,100720,73.588425
799,100721,28.897972
800,100722,56.34998
801,100723,52.11531
802,100724,21.38696
803,100725,41.306366
804,100726,21.848322
805,100727,22.543634
806,100728,13.820494
807,100729,60.04557
808,10073,36.940678
809,100730,33.806496
810,100731,0.192438
811,100732,16.025545
812,100733,0.594436
813,100734,77.88242
814,100735,46.37972
815,100736,23.923168
816,100737,0.9480883
817,100738,26.445698
818,100739,83.139175
819,10074,11.821637
820,100740,4.733286
821,100741,65.78183
822,100742,29.383556
823,100743,23.17411
824,100744,39.95017
825,100745,36.310116
826,100746,9.293451
827,100747,38.57328
828,100748,62.07105
829,100749,16.295115
830,10075,68.10599
831,100750,43.48973
832,100751,57.23231
833,100752,25.512083
834,100753,132.98145
835,100754,35.187397
836,100755,29.385096
837,100756,33.941265
838,100757,40.54809
839,100758,26.589802
840,100759,25.26831
841,10076,3.4940212
842,100760,54.2859
843,100761,116.32003
844,100762,27.472237
845,100763,29.875391
846,100764,33.613174
847,100765,54.075916
848,100766,94.214096
849,100767,29.014336
850,100768,40.68114
851,100769,47.328575
852,10077,4.896692
853,100770,83.971954
854,100771,0.055031516
855,100772,39.63904
856,100773,32.288525
857,100774,0.11539481
858,100775,45.858356
859,100776,39.298878
860,100777,36.32631
861,100778,29.708332
862,100779,15.3461895
863,10078,23.58036
864,100780,35.034256
865,100781,20.572817
866,100782,125.421104
867,100783,32.642662
868,100784,17.2029
869,100785,41.26423
870,100786,37.89721
871,100787,56.555855
872,100788,31.353191
873,100789,29.993206
874,10079,23.77992
875,100790,96.95957
876,100791,70.16818
877,100792,42.989098
878,100793,27.088873
879,100794,24.2548
880,100795,35.940296
881,100796,43.148922
882,100797,38.091488
883,100798,37.514572
884,100799,27.809658
885,10080,14.201017
886,100800,31.868149
887,100801,32.554386
888,100802,16.075033
889,100803,36.881443
890,100804,2.1254606
891,100805,0.86897
892,100806,25.718529
893,100807,38.370247
894,100808,33.212833
895,100809,33.27341
896,10081,26.8589
897,100810,20.395098
898,100811,35.7542
899,100812,34.799084
900,100813,25.912611
901,100814,32.71181
902,100815,39.481976
903,100816,18.951569
904,100817,32.452557
905,100818,54.659443
906,100819,49.28903
907,10082,27.728313
908,100820,3.3034706
909,100821,25.565996
910,100822,20.661572
911,100823,48.702263
912,100824,69.52433
913,100825,22.03432
914,100826,33.885403
915,100827,29.927053
916,100828,33.91234
917,100829,24.412563
918,10083,25.716614
919,100830,29.149445
920,100831,22.395584
921,100832,7.4464517
922,100833,40.213924
923,100834,0.0010508172
924,100835,107.04316
925,100836,106.09003
926,100837,55.896694
927,100838,11.578104
928,100839,54.803135
929,10084,19.96032
930,100840,27.15556
931,100841,3.516359
932,100842,31.02919
933,100843,17.559965
934,100844,38.597347
935,100845,1.1172544
936,100846,36.14098
937,100847,19.122353
938,100848,30.677616
939,100849,25.344448
940,10085,2.4622877
941,100850,30.594114
942,100851,16.411572
943,100852,9.376306
944,100853,27.245237
945,100854,14.17073
946,100855,24.98246
947,100856,15.172843
948,100857,37.909584
949,100858,32.079254
950,100859,5.1130643
951,10086,35.882607
952,100860,26.693289
953,100861,29.410812
954,100862,33.31781
955,100863,82.57655
956,100864,28.176228
957,100865,70.71303
958,100866,13.756546
959,100867,32.212326
960,100868,57.96956
961,100869,24.101149
962,10087,15.521188
963,100870,50.149952
964,100871,36.797974
965,100872,45.473392
966,100873,42.951283
967,100874,7.8417935
968,100875,121.204666
969,100876,35.693066
970,100877,27.921936
971,100878,28.149683
972,100879,36.926273
973,10088,23.34828
974,100880,33.061783
975,100881,5.0065165
976,100882,13.503791
977,100883,38.452267
978,100884,28.004583
979,100885,20.403677
980,100886,15.328055
981,100887,39.38491
982,100888,37.34212
983,100889,20.035631
984,10089,4.4397
985,100890,20.443636
986,100891,39.95307
987,100892,32.85629
988,100893,14.401463
989,100894,25.665545
990,100895,35.40008
991,100896,44.11034
992,100897,23.018196
993,100898,27.301373
994,100899,21.824196
995,1009,19.097197
996,10090,25.523352
997,100900,42.161324
998,100901,26.782263
999,100902,37.662613
1000,100903,1.1943423
1001,100904,40.193905
1002,100905,6.5895762
1003,100906,32.470158
1004,100907,25.307844
1005,100908,33.117016
1006,100909,22.47051
1007,10091,30.719193
1008,100910,68.80888
1009,100911,48.64628
1010,100912,27.883675
1011,100913,51.70881
1012,100914,14.154462
1013,100915,12.175956
1014,100916,11.558671
1015,100917,2.1537583
1016,100918,30.44857
1017,100919,5.156936
1018,10092,4.113878
1019,100920,0.007946377
1020,100921,29.34901
1021,100922,15.445148
1022,100923,19.588655
1023,100924,56.082912
1024,100925,30.65636
1025,100926,5.9741592
1026,100927,34.27514
1027,100928,82.39225
1028,100929,31.36087
1029,10093,40.307663
1030,100931,34.23299
1031,100932,28.832079
1032,100934,13.52838
1033,100935,46.324516
1034,100936,43.2777
1035,100937,1.0348208
1036,100938,35.3915
1037,100939,73.943436
1038,10094,22.807213
1039,100940,26.170446
1040,100941,29.01374
1041,100942,10.798158
1042,100943,57.518295
1043,100944,35.940544
1044,100945,60.11272
1045,100946,7.3098845
1046,100947,65.44197
1047,100948,32.76914
1048,100949,19.944431
1049,10095,22.208933
1050,100950,45.385433
1051,100951,45.635918
1052,100952,33.473038
1053,100953,42.069645
1054,100954,6.9286113
1055,100955,58.565155
1056,100956,26.352327
1057,100957,27.414625
1058,100958,14.605357
1059,100959,34.843124
1060,10096,3.6655118
1061,100960,26.754154
1062,100961,29.059439
1063,100962,10.761056
1064,100963,29.891401
1065,100964,52.238068
1066,100965,30.338896
1067,100966,43.164543
1068,100967,1.6388214
1069,100968,27.492737
1070,100969,21.11476
1071,10097,6.7510304
1072,100970,76.382454
1073,100971,32.153038
1074,100972,3.804378
1075,100973,0.29373732
1076,100974,103.37473
1077,100975,33.243137
1078,100976,32.572506
1079,100977,31.892727
1080,100978,10.682473
1081,100979,30.870821
1082,10098,3.6525407
1083,100980,28.607334
1084,100981,59.193176
1085,100982,27.071201
1086,100983,39.79245
1087,100984,37.808884
1088,100985,42.479008
1089,100986,30.974487
1090,100987,90.28098
1091,100988,25.950954
1092,100989,104.37646
1093,10099,30.841013
1094,100990,0.008608036
1095,100991,40.29913
1096,100992,24.15574
1097,100993,32.39221
1098,100994,13.942236
1099,100995,6.4628453
1100,100996,29.681755
1101,100997,18.371292
1102,100998,18.304348
1103,100999,88.674805
1104,10100,0.121373385
1105,101000,60.257816
1106,101001,26.370392
1107,101002,29.830786
1108,101003,42.418438
1109,101004,2.0813463
1110,101005,43.571606
1111,101006,39.8696
1112,101007,2.032359
1113,101008,14.018889
1114,101009,5.2282963
1115,10101,0.00952298
1116,101010,38.082523
1117,101011,30.15401
1118,101012,6.665548
1119,101013,4.07748
1120,101014,16.349482
1121,101015,30.250313
1122,101016,31.176468
1123,101017,26.301428
1124,101018,30.409136
1125,101019,31.130493
1126,10102,39.439514
1127,101020,31.51901
1128,101021,25.598692
1129,101022,32.8439
1130,101023,13.441403
1131,101024,25.177734
1132,101025,32.940144
1133,101026,30.329853
1134,101027,24.316725
1135,101028,22.363857
1136,101029,45.36845
1137,10103,25.614195
1138,101030,5.2045565
1139,101031,29.862032
1140,101032,47.34291
1141,101033,15.315161
1142,101034,31.90422
1143,101035,42.78942
1144,101036,19.86336
1145,101037,62.15546
1146,101038,28.123562
1147,101039,22.09591
1148,10104,16.097992
1149,101040,6.3808355
1150,101041,39.06924
1151,101042,18.22366
1152,101043,31.470224
1153,101044,65.797516
1154,101045,17.526354
1155,101046,0.44944093
1156,101047,24.67331
1157,101048,0.47108722
1158,101049,26.553621
1159,10105,35.617065
1160,101050,36.949642
1161,101051,14.4548435
1162,101052,35.568886
1163,101053,26.396988
1164,101054,21.172474
1165,101055,37.80132
1166,101056,30.00407
1167,101057,33.511654
1168,101058,36.646927
1169,101059,38.824314
1170,10106,30.018675
1171,101060,41.942085
1172,101061,17.388966
1173,101062,0.22709234
1174,101063,30.46763
1175,101064,28.936277
1176,101065,27.584679
1177,101066,76.630844
1178,101067,2.4048057
1179,101068,44.65337
1180,101069,8.332565
1181,10107,8.26838
1182,101070,24.509624
1183,101071,16.11387
1184,101072,74.911156
1185,101073,31.776176
1186,101074,26.790537
1187,101075,40.90683
1188,101076,1.6966716
1189,101077,61.524754
1190,101078,36.981167
1191,101079,0.91712415
1192,10108,13.589108
1193,101080,0.8812407
1194,101081,0.015124184
1195,101082,27.724873
1196,101083,28.690962
1197,101084,34.267605
1198,101085,26.399786
1199,101086,5.769167
1200,101087,26.646698
1201,101088,18.548067
1202,101089,16.316847
1203,10109,22.411331
1204,101090,69.659164
1205,101091,13.778415
1206,101092,37.389015
1207,101093,42.04854
1208,101094,50.11207
1209,101095,79.8936
1210,101096,69.3465
1211,101097,17.331387
1212,101098,62.416706
1213,101099,73.549866
1214,10110,33.876556
1215,101100,49.482708
1216,101101,0.06450511
1217,101102,21.921015
1218,101103,13.468398
1219,101104,49.51911
1220,101105,28.04044
1221,101106,45.953754
1222,101107,46.275597
1223,101108,3.2935126
1224,101109,43.717148
1225,10111,11.319674
1226,101110,36.94388
1227,101111,11.98324
1228,101112,59.363453
1229,101113,43.430534
1230,101114,0.15617263
1231,101115,47.57707
1232,101116,4.2093334
1233,101117,35.24655
1234,101118,29.901909
1235,101119,15.023699
1236,10112,47.29228
1237,101120,8.307539
1238,101121,42.465443
1239,101122,52.354397
1240,101123,0.007858046
1241,101124,40.72808
1242,101125,38.161907
1243,101126,27.53594
1244,101127,12.936652
1245,101128,23.015715
1246,101129,0.01393864
1247,10113,4.907351
1248,101130,15.137741
1249,101131,31.668358
1250,101132,30.974258
1251,101133,67.65578
1252,101134,32.371513
1253,101135,28.046797
1254,101136,36.41171
1255,101137,31.246216
1256,101138,39.69612
1257,101139,35.552933
1258,10114,22.721947
1259,101140,11.467596
1260,101141,26.793343
1261,101142,14.3391485
1262,101143,25.352425
1263,101144,14.729186
1264,101145,31.411335
1265,101146,34.82404
1266,101147,27.795282
1267,101148,20.985203
1268,101149,36.467705
1269,10115,12.12459
1270,101150,20.837185
1271,101151,18.527704
1272,101152,31.149813
1273,101153,54.733696
1274,101154,13.258032
1275,101155,15.423665
1276,101156,19.835415
1277,101157,61.879314
1278,101158,62.907173
1279,101159,37.07494
1280,10116,21.518612
1281,101160,24.095304
1282,101161,11.991375
1283,101162,40.241936
1284,101163,41.710464
1285,101164,6.018028
1286,101165,100.87042
1287,101166,2.2574286
1288,101167,88.8366
1289,101168,43.96286
1290,101169,23.725567
1291,10117,29.061571
1292,101170,58.978886
1293,101171,51.289936
1294,101172,22.967558
1295,101173,25.251383
1296,101174,8.666718
1297,101175,33.764736
1298,101176,1.0597427
1299,101177,1.9387498
1300,101178,20.66395
1301,101179,66.05891
1302,10118,20.453453
1303,101180,16.729023
1304,101181,18.872198
1305,101182,0.97912455
1306,101183,29.30995
1307,101184,46.61457
1308,101185,49.889347
1309,101186,42.59761
1310,101187,46.397835
1311,101188,28.877111
1312,101189,9.166763
1313,101190,4.0595903
1314,101191,29.117311
1315,101192,32.574547
1316,101193,24.937523
1317,101194,0.47081032
1318,101195,23.096476
1319,101196,15.881817
1320,101197,75.653755
1321,101198,28.347916
1322,101199,54.111897
1323,10120,3.4107018
1324,101200,41.10546
1325,101201,2.083003
1326,101202,35.92837
1327,101203,26.957195
1328,101204,24.976313
1329,101205,49.986202
1330,101206,54.37251
1331,101207,47.9664
1332,101208,45.412807
1333,101209,4.4440722
1334,10121,79.75928
1335,101210,30.391191
1336,101211,19.846413
1337,101212,29.457405
1338,101213,4.238741
1339,101214,26.639122
1340,101215,84.47078
1341,101216,35.431732
1342,101217,21.7489
1343,101218,23.485552
1344,101219,29.776987
1345,10122,15.081583
1346,101220,62.285088
1347,101221,53.148163
1348,101222,40.229454
1349,101223,2.3854213
1350,101224,34.990757
